Status,Purchase Process,Sales owner,Industry,Product,Value,Manager,Product category,Campaign Name,Discount
Won,Committee,Alicia Thomber,Major Pharmaceuticals,Ergonomic Seating,$1100,"Weiler, Anne",Furniture,Consumer Tradeshow,5.3%
Won,Committee,Alicia Thomber,Major Pharmaceuticals,Laser Printers,$5200,"Weiler, Anne",Electronics,,2.3%
Won,Committee,Alicia Thomber,Major Pharmaceuticals,Laser Printers,$1400,"Weiler, Anne",Electronics,Monthly Newsletter,2.8%
Won,Committee,Alicia Thomber,Major Pharmaceuticals,Scanners,$6500,"Weiler, Anne",Electronics,,0.3%
Won,Committee,Alicia Thomber,Major Pharmaceuticals,Stand-up Desks,$19400,"Weiler, Anne",Furniture,,3.3%
Won,Committee,Alicia Thomber,Major Pharmaceuticals,Stand-up Desks,$2100,"Weiler, Anne",Furniture,New Product Releases,4.8%
Won,Committee,Alicia Thomber,Major Pharmaceuticals,Tablets,$10500,"Weiler, Anne",Computers,,6.3%
Won,Committee,Alicia Thomber,Major Pharmaceuticals,Webcams,$1200,"Weiler, Anne",Electronics,,3.3%
Won,Committee,Alicia Thomber,,All-in-One,$13300,"Weiler, Anne",Computers,,1.3%
Won,Committee,Alicia Thomber,,All-in-One,$6700,"Weiler, Anne",Computers,Monthly Newsletter,1.8%
Won,Committee,Alicia Thomber,,Design app,$60400,"Weiler, Anne",Software,,3.3%
Won,Committee,Alicia Thomber,,Design app,$6600,"Weiler, Anne",Software,Customer Follow-up,5.8%
Won,Committee,Alicia Thomber,,Design app,$9700,"Weiler, Anne",Software,Monthly Newsletter,3.8%
Won,Committee,Alicia Thomber,,Desktops,$8600,"Weiler, Anne",Computers,,3.8%
Won,Committee,Alicia Thomber,,Desktops,$2300,"Weiler, Anne",Computers,Market Trends Newsletter,5.3%
Won,Committee,Alicia Thomber,,Ergonomic Seating,$10000,"Weiler, Anne",Furniture,,3.8%
Won,Committee,Alicia Thomber,,Ergonomic Seating,$6600,"Weiler, Anne",Furniture,Consumer Tradeshow,5.3%
Won,Committee,Alicia Thomber,,Ergonomic Seating,$4300,"Weiler, Anne",Furniture,New Product Releases,5.3%
Won,Committee,Alicia Thomber,,Laser Printers,$9200,"Weiler, Anne",Electronics,,2.3%
Won,Committee,Alicia Thomber,,Laser Printers,$4500,"Weiler, Anne",Electronics,Monthly Newsletter,2.8%
Won,Committee,Alicia Thomber,,Scanners,$5000,"Weiler, Anne",Electronics,,0.3%
Won,Committee,Alicia Thomber,,Scanners,$1700,"Weiler, Anne",Electronics,Market Trends Newsletter,1.8%
Won,Committee,Alicia Thomber,,Stand-up Desks,$44100,"Weiler, Anne",Furniture,,3.3%
Won,Committee,Alicia Thomber,,Stand-up Desks,$2700,"Weiler, Anne",Furniture,Twitter,3.8%
Won,Committee,Alicia Thomber,,Tablets,$23800,"Weiler, Anne",Computers,,6.3%
Won,Committee,Alicia Thomber,,Tablets,$8100,"Weiler, Anne",Computers,Consumer Tradeshow,7.8%
Won,Committee,Alicia Thomber,,Webcams,$8400,"Weiler, Anne",Electronics,,3.3%
Won,Committee,Alicia Thomber,,Webcams,$800,"Weiler, Anne",Electronics,New Product Releases,4.8%
Won,Committee,Alicia Thomber,,Webcams,$200,"Weiler, Anne",Electronics,Twitter,3.8%
Won,Committee,Alicia Thomber,Oil & Gas Production,All-in-One,$3400,"Weiler, Anne",Computers,Monthly Newsletter,1.8%
Won,Committee,Alicia Thomber,Oil & Gas Production,Design app,$19500,"Weiler, Anne",Software,,3.3%
Won,Committee,Alicia Thomber,Oil & Gas Production,Design app,$2800,"Weiler, Anne",Software,Customer Care Campaign,5.8%
Won,Committee,Alicia Thomber,Oil & Gas Production,Design app,$3800,"Weiler, Anne",Software,Monthly Newsletter,3.8%
Won,Committee,Alicia Thomber,Oil & Gas Production,Desktops,$2500,"Weiler, Anne",Computers,,3.8%
Won,Committee,Alicia Thomber,Oil & Gas Production,Ergonomic Seating,$7900,"Weiler, Anne",Furniture,,3.8%
Won,Committee,Alicia Thomber,Oil & Gas Production,Ergonomic Seating,$800,"Weiler, Anne",Furniture,Consumer Tradeshow,5.3%
Won,Committee,Alicia Thomber,Oil & Gas Production,Ergonomic Seating,$1000,"Weiler, Anne",Furniture,New Product Releases,5.3%
Won,Committee,Alicia Thomber,Oil & Gas Production,Laser Printers,$1100,"Weiler, Anne",Electronics,Customer Care Campaign,4.8%
Won,Committee,Alicia Thomber,Oil & Gas Production,Scanners,$700,"Weiler, Anne",Electronics,Customer Care Campaign,2.8%
Won,Committee,Alicia Thomber,Oil & Gas Production,Scanners,$3200,"Weiler, Anne",Electronics,Market Trends Newsletter,1.8%
Won,Committee,Alicia Thomber,Oil & Gas Production,Scanners,$700,"Weiler, Anne",Electronics,New Product Releases,1.8%
Won,Committee,Alicia Thomber,Oil & Gas Production,Stand-up Desks,$11600,"Weiler, Anne",Furniture,,3.3%
Won,Committee,Alicia Thomber,Oil & Gas Production,Stand-up Desks,$3600,"Weiler, Anne",Furniture,New Product Releases,4.8%
Won,Committee,Alicia Thomber,Oil & Gas Production,Tablets,$5900,"Weiler, Anne",Computers,,6.3%
Won,Committee,Alicia Thomber,Oil & Gas Production,Webcams,$1000,"Weiler, Anne",Electronics,,3.3%
Won,Committee,Alicia Thomber,Oil & Gas Production,Webcams,$200,"Weiler, Anne",Electronics,New Product Releases,4.8%
Won,Committee,Alicia Thomber,Other Specialty Stores,All-in-One,$6000,"Weiler, Anne",Computers,,1.3%
Won,Committee,Alicia Thomber,Other Specialty Stores,Design app,$50000,"Weiler, Anne",Software,,3.3%
Won,Committee,Alicia Thomber,Other Specialty Stores,Design app,$3600,"Weiler, Anne",Software,Customer Care Campaign,5.8%
Won,Committee,Alicia Thomber,Other Specialty Stores,Design app,$3600,"Weiler, Anne",Software,Customer Follow-up,5.8%
Won,Committee,Alicia Thomber,Other Specialty Stores,Design app,$3600,"Weiler, Anne",Software,Monthly Newsletter,3.8%
Won,Committee,Alicia Thomber,Other Specialty Stores,Desktops,$2400,"Weiler, Anne",Computers,,3.8%
Won,Committee,Alicia Thomber,Other Specialty Stores,Ergonomic Seating,$14700,"Weiler, Anne",Furniture,,3.8%
Won,Committee,Alicia Thomber,Other Specialty Stores,Ergonomic Seating,$6000,"Weiler, Anne",Furniture,New Product Releases,5.3%
Won,Committee,Alicia Thomber,Other Specialty Stores,Laser Printers,$1400,"Weiler, Anne",Electronics,,2.3%
Won,Committee,Alicia Thomber,Other Specialty Stores,Scanners,$2800,"Weiler, Anne",Electronics,,0.3%
Won,Committee,Alicia Thomber,Other Specialty Stores,Scanners,$2300,"Weiler, Anne",Electronics,Market Trends Newsletter,1.8%
Won,Committee,Alicia Thomber,Other Specialty Stores,Stand-up Desks,$24000,"Weiler, Anne",Furniture,,3.3%
Won,Committee,Alicia Thomber,Other Specialty Stores,Stand-up Desks,$3900,"Weiler, Anne",Furniture,New Product Releases,4.8%
Won,Committee,Alicia Thomber,Other Specialty Stores,Tablets,$19000,"Weiler, Anne",Computers,,6.3%
Won,Committee,Alicia Thomber,Other Specialty Stores,Webcams,$2400,"Weiler, Anne",Electronics,,3.3%
