Status,Purchase Process,Sales owner,Industry,Product,Value,Manager,Product category,Campaign Name,Discount
Won,Committee,Spencer Low,Industrial Machinery/Components,Webcams,$1500,"Low, Spencer",Electronics,,3.3%
Won,Committee,Spencer Low,Industrial Machinery/Components,Webcams,$800,"Low, Spencer",Electronics,Market Trends Newsletter,4.8%
Won,Committee,Spencer Low,Industrial Machinery/Components,Webcams,$1800,"Low, Spencer",Electronics,New Product Releases,4.8%
Won,Committee,Spencer Low,Integrated oil Companies,All-in-One,$14100,"Low, Spencer",Computers,,1.3%
Won,Committee,Spencer Low,Integrated oil Companies,Design app,$26100,"Low, Spencer",Software,,3.3%
Won,Committee,Spencer Low,Integrated oil Companies,Design app,$9600,"Low, Spencer",Software,Customer Follow-up,5.8%
Won,Committee,Spencer Low,Integrated oil Companies,Design app,$3700,"Low, Spencer",Software,Monthly Newsletter,3.8%
Won,Committee,Spencer Low,Integrated oil Companies,Desktops,$1600,"Low, Spencer",Computers,,3.8%
Won,Committee,Spencer Low,Integrated oil Companies,Ergonomic Seating,$6700,"Low, Spencer",Furniture,,3.8%
Won,Committee,Spencer Low,Integrated oil Companies,Ergonomic Seating,$2800,"Low, Spencer",Furniture,New Product Releases,5.3%
Won,Committee,Spencer Low,Integrated oil Companies,Laser Printers,$3900,"Low, Spencer",Electronics,,2.3%
Won,Committee,Spencer Low,Integrated oil Companies,Laser Printers,$1100,"Low, Spencer",Electronics,Monthly Newsletter,2.8%
Won,Committee,Spencer Low,Integrated oil Companies,Scanners,$500,"Low, Spencer",Electronics,,0.3%
Won,Committee,Spencer Low,Integrated oil Companies,Scanners,$2300,"Low, Spencer",Electronics,New Product Releases,1.8%
Won,Committee,Spencer Low,Integrated oil Companies,Stand-up Desks,$10600,"Low, Spencer",Furniture,,3.3%
Won,Committee,Spencer Low,Integrated oil Companies,Stand-up Desks,$7600,"Low, Spencer",Furniture,New Product Releases,4.8%
Won,Committee,Spencer Low,Integrated oil Companies,Tablets,$3300,"Low, Spencer",Computers,,6.3%
Won,Committee,Spencer Low,Integrated oil Companies,Webcams,$600,"Low, Spencer",Electronics,,3.3%
Won,Committee,Spencer Low,Major Banks,Design app,$19500,"Low, Spencer",Software,,3.3%
Won,Committee,Spencer Low,Major Banks,Design app,$3900,"Low, Spencer",Software,Customer Follow-up,5.8%
