Status,Purchase Process,Sales owner,Industry,Product,Value,Manager,Product category,Campaign Name,Discount
Won,Committee,Molly Clark,Oilfield Services/Equipment,Webcams,$500,"Low, Spencer",Electronics,,3.5%
Won,Committee,Molly Clark,Packaged Foods,All-in-One,$2700,"Low, Spencer",Computers,,1.3%
Won,Committee,Molly Clark,Packaged Foods,Design app,$9700,"Low, Spencer",Software,,3.3%
Won,Committee,Molly Clark,Packaged Foods,Laser Printers,$3900,"Low, Spencer",Electronics,,2.3%
Won,Committee,Molly Clark,Packaged Foods,Laser Printers,$1400,"Low, Spencer",Electronics,Customer Care Campaign,4.8%
Won,Committee,Molly Clark,Packaged Foods,Scanners,$1000,"Low, Spencer",Electronics,,0.3%
Won,Committee,Molly Clark,Packaged Foods,Stand-up Desks,$7500,"Low, Spencer",Furniture,,3.3%
Won,Committee,Molly Clark,Packaged Foods,Webcams,$100,"Low, Spencer",Electronics,,3.3%
Won,Committee,Molly Clark,Packaged Foods,Webcams,$800,"Low, Spencer",Electronics,New Product Releases,4.8%
Won,Committee,Molly Clark,Property-Casualty Insurers,All-in-One,$6200,"Low, Spencer",Computers,,1.3%
Won,Committee,Molly Clark,Property-Casualty Insurers,All-in-One,$2900,"Low, Spencer",Computers,Monthly Newsletter,1.8%
Won,Committee,Molly Clark,Property-Casualty Insurers,Design app,$28400,"Low, Spencer",Software,,3.4%
Won,Committee,Molly Clark,Property-Casualty Insurers,Design app,$19000,"Low, Spencer",Software,Monthly Newsletter,3.8%
Won,Committee,Molly Clark,Property-Casualty Insurers,Desktops,$3400,"Low, Spencer",Computers,,3.8%
Won,Committee,Molly Clark,Property-Casualty Insurers,Desktops,$2500,"Low, Spencer",Computers,Consumer Tradeshow,5.3%
Won,Committee,Molly Clark,Property-Casualty Insurers,Ergonomic Seating,$1100,"Low, Spencer",Furniture,,3.8%
Won,Committee,Molly Clark,Property-Casualty Insurers,Ergonomic Seating,$800,"Low, Spencer",Furniture,Consumer Tradeshow,5.3%
Won,Committee,Molly Clark,Property-Casualty Insurers,Laser Printers,$1000,"Low, Spencer",Electronics,,2.3%
Won,Committee,Molly Clark,Property-Casualty Insurers,Scanners,$1200,"Low, Spencer",Electronics,,0.3%
Won,Committee,Molly Clark,Property-Casualty Insurers,Scanners,$2300,"Low, Spencer",Electronics,Twitter,0.8%
Won,Committee,Molly Clark,Property-Casualty Insurers,Stand-up Desks,$13000,"Low, Spencer",Furniture,,3.4%
Won,Committee,Molly Clark,Property-Casualty Insurers,Stand-up Desks,$3800,"Low, Spencer",Furniture,Consumer Tradeshow,4.8%
Won,Committee,Molly Clark,Property-Casualty Insurers,Stand-up Desks,$2900,"Low, Spencer",Furniture,New Product Releases,4.8%
Won,Committee,Molly Clark,Property-Casualty Insurers,Tablets,$4100,"Low, Spencer",Computers,,6.3%
Won,Committee,Molly Clark,Property-Casualty Insurers,Webcams,$1400,"Low, Spencer",Electronics,,3.4%
Won,Committee,Molly Clark,Real Estate,All-in-One,$17000,"Low, Spencer",Computers,,1.3%
Won,Committee,Molly Clark,Real Estate,Design app,$5400,"Low, Spencer",Software,,3.3%
Won,Committee,Molly Clark,Real Estate,Design app,$2700,"Low, Spencer",Software,Consumer Tradeshow,4.8%
Won,Committee,Molly Clark,Real Estate,Design app,$2600,"Low, Spencer",Software,Monthly Newsletter,3.8%
Won,Committee,Molly Clark,Real Estate,Laser Printers,$1100,"Low, Spencer",Electronics,,2.3%
