Status,Purchase Process,Sales owner,Industry,Product,Value,Manager,Product category,Campaign Name,Discount
Lost,Individual,Eric Gruber,"Computer Software: Programming, Data Processing",Laser Printers,$4000,"Weiler, Anne",Electronics,,2.3%
Lost,Individual,Eric Gruber,"Computer Software: Programming, Data Processing",Laser Printers,$1400,"Weiler, Anne",Electronics,Monthly Newsletter,2.8%
Lost,Individual,Eric Gruber,"Computer Software: Programming, Data Processing",Scanners,$1300,"Weiler, Anne",Electronics,Twitter,0.8%
Lost,Individual,Eric Gruber,"Computer Software: Programming, Data Processing",Stand-up Desks,$3900,"Weiler, Anne",Furniture,,3.3%
Lost,Individual,Eric Gruber,"Computer Software: Programming, Data Processing",Webcams,$800,"Weiler, Anne",Electronics,,3.3%
Lost,Individual,Eric Gruber,"Computer Software: Programming, Data Processing",Webcams,$800,"Weiler, Anne",Electronics,Market Trends Newsletter,4.8%
Lost,Individual,Eric Gruber,"Computer Software: Programming, Data Processing",Webcams,$600,"Weiler, Anne",Electronics,Twitter,3.8%
Lost,Individual,Eric Gruber,EDP Services,Design app,$2500,"Weiler, Anne",Software,,3.3%
Lost,Individual,Eric Gruber,EDP Services,Laser Printers,$1200,"Weiler, Anne",Electronics,,2.3%
Lost,Individual,Eric Gruber,EDP Services,Stand-up Desks,$3500,"Weiler, Anne",Furniture,,3.3%
Lost,Individual,Eric Gruber,EDP Services,Stand-up Desks,$3400,"Weiler, Anne",Furniture,New Product Releases,4.8%
Lost,Individual,Eric Gruber,Integrated oil Companies,Design app,$6600,"Weiler, Anne",Software,,3.3%
Lost,Individual,Eric Gruber,Integrated oil Companies,Scanners,$2700,"Weiler, Anne",Electronics,,0.3%
Lost,Individual,Eric Gruber,Integrated oil Companies,Webcams,$100,"Weiler, Anne",Electronics,,3.3%
Lost,Individual,Eric Gruber,Life Insurance,Design app,$6500,"Weiler, Anne",Software,,3.3%
Lost,Individual,Eric Gruber,Life Insurance,Stand-up Desks,$2400,"Weiler, Anne",Furniture,,3.3%
Lost,Individual,Eric Gruber,Life Insurance,Webcams,$400,"Weiler, Anne",Electronics,Market Trends Newsletter,4.8%
Lost,Individual,Eric Gruber,Major Chemicals,Design app,$3200,"Weiler, Anne",Software,,3.3%
Lost,Individual,Eric Gruber,Major Chemicals,Ergonomic Seating,$2000,"Weiler, Anne",Furniture,,3.8%
Lost,Individual,Eric Gruber,Major Chemicals,Laser Printers,$2500,"Weiler, Anne",Electronics,,2.3%
Lost,Individual,Eric Gruber,Major Chemicals,Laser Printers,$2200,"Weiler, Anne",Electronics,Monthly Newsletter,2.8%
Lost,Individual,Eric Gruber,Major Chemicals,Scanners,$4000,"Weiler, Anne",Electronics,,0.3%
Lost,Individual,Eric Gruber,Major Chemicals,Stand-up Desks,$2700,"Weiler, Anne",Furniture,,3.3%
Lost,Individual,Eric Gruber,Major Chemicals,Stand-up Desks,$3900,"Weiler, Anne",Furniture,New Product Releases,4.8%
Lost,Individual,Eric Gruber,Major Chemicals,Webcams,$200,"Weiler, Anne",Electronics,,3.3%
Lost,Individual,Eric Gruber,Major Pharmaceuticals,Design app,$6300,"Weiler, Anne",Software,,3.3%
Lost,Individual,Eric Gruber,Major Pharmaceuticals,Laser Printers,$1100,"Weiler, Anne",Electronics,,2.3%
Lost,Individual,Eric Gruber,Major Pharmaceuticals,Scanners,$1900,"Weiler, Anne",Electronics,,0.3%
Lost,Individual,Eric Gruber,Major Pharmaceuticals,Stand-up Desks,$6100,"Weiler, Anne",Furniture,,3.3%
Lost,Individual,Eric Gruber,Major Pharmaceuticals,Webcams,$500,"Weiler, Anne",Electronics,,3.3%
Lost,Individual,Eric Gruber,Medical Specialities,Design app,$16900,"Weiler, Anne",Software,,3.3%
Lost,Individual,Eric Gruber,Medical Specialities,Design app,$3200,"Weiler, Anne",Software,Consumer Tradeshow,4.8%
Lost,Individual,Eric Gruber,Medical Specialities,Laser Printers,$5000,"Weiler, Anne",Electronics,,2.3%
Lost,Individual,Eric Gruber,Medical Specialities,Laser Printers,$1400,"Weiler, Anne",Electronics,Monthly Newsletter,2.8%
Lost,Individual,Eric Gruber,Medical Specialities,Scanners,$2700,"Weiler, Anne",Electronics,,0.3%
Lost,Individual,Eric Gruber,Medical Specialities,Scanners,$600,"Weiler, Anne",Electronics,Market Trends Newsletter,1.8%
Lost,Individual,Eric Gruber,Medical Specialities,Stand-up Desks,$3300,"Weiler, Anne",Furniture,,3.3%
Lost,Individual,Eric Gruber,Medical Specialities,Stand-up Desks,$2700,"Weiler, Anne",Furniture,New Product Releases,4.8%
Lost,Individual,Eric Gruber,Medical Specialities,Webcams,$600,"Weiler, Anne",Electronics,,3.3%
Lost,Individual,Eric Gruber,Medical Specialities,Webcams,$200,"Weiler, Anne",Electronics,Market Trends Newsletter,4.8%
Lost,Individual,Eric Gruber,Medical/Dental Instruments,Design app,$3600,"Weiler, Anne",Software,,3.3%
Lost,Individual,Eric Gruber,Medical/Dental Instruments,Design app,$3900,"Weiler, Anne",Software,Consumer Tradeshow,4.8%
Lost,Individual,Eric Gruber,Medical/Dental Instruments,Laser Printers,$3700,"Weiler, Anne",Electronics,,2.3%
Lost,Individual,Eric Gruber,Medical/Dental Instruments,Scanners,$800,"Weiler, Anne",Electronics,,0.3%
Lost,Individual,Eric Gruber,Medical/Dental Instruments,Webcams,$1700,"Weiler, Anne",Electronics,,3.3%
Lost,Individual,Eric Gruber,,Design app,$31700,"Weiler, Anne",Software,,3.3%
Lost,Individual,Eric Gruber,,Design app,$3100,"Weiler, Anne",Software,Consumer Tradeshow,4.8%
Lost,Individual,Eric Gruber,,Desktops,$2800,"Weiler, Anne",Computers,,3.8%
Lost,Individual,Eric Gruber,,Desktops,$2500,"Weiler, Anne",Computers,Twitter,4.3%
Lost,Individual,Eric Gruber,,Ergonomic Seating,$6300,"Weiler, Anne",Furniture,,3.8%
Lost,Individual,Eric Gruber,,Ergonomic Seating,$3400,"Weiler, Anne",Furniture,New Product Releases,5.3%
Lost,Individual,Eric Gruber,,Laser Printers,$5900,"Weiler, Anne",Electronics,,2.3%
Lost,Individual,Eric Gruber,,Laser Printers,$3400,"Weiler, Anne",Electronics,Monthly Newsletter,2.8%
Lost,Individual,Eric Gruber,,Scanners,$6500,"Weiler, Anne",Electronics,,0.3%
Lost,Individual,Eric Gruber,,Scanners,$3200,"Weiler, Anne",Electronics,Market Trends Newsletter,1.8%
Lost,Individual,Eric Gruber,,Stand-up Desks,$2400,"Weiler, Anne",Furniture,,3.3%
Lost,Individual,Eric Gruber,,Webcams,$2700,"Weiler, Anne",Electronics,,3.3%
Lost,Individual,Eric Gruber,,Webcams,$1600,"Weiler, Anne",Electronics,New Product Releases,4.8%
Lost,Individual,Eric Gruber,,Webcams,$700,"Weiler, Anne",Electronics,Twitter,3.8%
Lost,Individual,Eric Gruber,Oil & Gas Production,Design app,$7700,"Weiler, Anne",Software,,3.3%
Lost,Individual,Eric Gruber,Oil & Gas Production,Desktops,$4600,"Weiler, Anne",Computers,,3.8%
Lost,Individual,Eric Gruber,Oil & Gas Production,Ergonomic Seating,$6100,"Weiler, Anne",Furniture,,3.8%
Lost,Individual,Eric Gruber,Oil & Gas Production,Laser Printers,$6900,"Weiler, Anne",Electronics,,2.3%
Lost,Individual,Eric Gruber,Oil & Gas Production,Scanners,$2600,"Weiler, Anne",Electronics,,0.3%
Lost,Individual,Eric Gruber,Oil & Gas Production,Stand-up Desks,$3300,"Weiler, Anne",Furniture,,3.3%
Lost,Individual,Eric Gruber,Oil & Gas Production,Stand-up Desks,$3700,"Weiler, Anne",Furniture,New Product Releases,4.8%
Lost,Individual,Eric Gruber,Oil & Gas Production,Webcams,$1300,"Weiler, Anne",Electronics,Market Trends Newsletter,4.8%
Lost,Individual,Eric Gruber,Oil/Gas Transmission,Design app,$6800,"Weiler, Anne",Software,,3.3%
Lost,Individual,Eric Gruber,Oil/Gas Transmission,Design app,$2700,"Weiler, Anne",Software,Monthly Newsletter,3.8%
