Status,Purchase Process,Sales owner,Industry,Product,Value,Manager,Product category,Campaign Name,Discount
Lost,Individual,Greg Winston,Major Banks,Webcams,$500,"Weiler, Anne",Electronics,,3.2%
Lost,Individual,Greg Winston,Major Banks,Webcams,$900,"Weiler, Anne",Electronics,New Product Releases,4.7%
Lost,Individual,Greg Winston,Major Banks,Webcams,$700,"Weiler, Anne",Electronics,Twitter,3.7%
Lost,Individual,Greg Winston,Major Pharmaceuticals,Design app,$21800,"Weiler, Anne",Software,,3.2%
Lost,Individual,Greg Winston,Major Pharmaceuticals,Design app,$6900,"Weiler, Anne",Software,Monthly Newsletter,3.7%
Lost,Individual,Greg Winston,Major Pharmaceuticals,Desktops,$3900,"Weiler, Anne",Computers,,3.7%
Lost,Individual,Greg Winston,Major Pharmaceuticals,Laser Printers,$2400,"Weiler, Anne",Electronics,,2.2%
Lost,Individual,Greg Winston,Major Pharmaceuticals,Scanners,$1800,"Weiler, Anne",Electronics,,0.2%
Lost,Individual,Greg Winston,Major Pharmaceuticals,Stand-up Desks,$9500,"Weiler, Anne",Furniture,,3.2%
Lost,Individual,Greg Winston,Major Pharmaceuticals,Stand-up Desks,$8700,"Weiler, Anne",Furniture,New Product Releases,4.7%
Lost,Individual,Greg Winston,Major Pharmaceuticals,Webcams,$1900,"Weiler, Anne",Electronics,,3.2%
Lost,Individual,Greg Winston,Major Pharmaceuticals,Webcams,$900,"Weiler, Anne",Electronics,Twitter,3.7%
Lost,Individual,Greg Winston,Marine Transportation,Design app,$6600,"Weiler, Anne",Software,,3.2%
Lost,Individual,Greg Winston,Marine Transportation,Design app,$3400,"Weiler, Anne",Software,Monthly Newsletter,3.7%
Lost,Individual,Greg Winston,Marine Transportation,Laser Printers,$6000,"Weiler, Anne",Electronics,,2.2%
Lost,Individual,Greg Winston,Marine Transportation,Laser Printers,$1000,"Weiler, Anne",Electronics,Monthly Newsletter,2.7%
Lost,Individual,Greg Winston,Marine Transportation,Webcams,$300,"Weiler, Anne",Electronics,,3.2%
Lost,Individual,Greg Winston,,Design app,$59300,"Weiler, Anne",Software,,3.2%
Lost,Individual,Greg Winston,,Design app,$2600,"Weiler, Anne",Software,Monthly Newsletter,3.7%
Lost,Individual,Greg Winston,,Desktops,$2700,"Weiler, Anne",Computers,,3.7%
Lost,Individual,Greg Winston,,Ergonomic Seating,$9100,"Weiler, Anne",Furniture,,3.7%
Lost,Individual,Greg Winston,,Ergonomic Seating,$4400,"Weiler, Anne",Furniture,New Product Releases,5.2%
Lost,Individual,Greg Winston,,Laser Printers,$15200,"Weiler, Anne",Electronics,,2.2%
Lost,Individual,Greg Winston,,Laser Printers,$5500,"Weiler, Anne",Electronics,Monthly Newsletter,2.7%
Lost,Individual,Greg Winston,,Scanners,$13300,"Weiler, Anne",Electronics,,0.2%
